phage,cla,scorecla
NC_013650.1,Betaproteobacteria,0
NC_013650.1,Cyanophyceae,0
NC_042312.1,Clostridia,0
NC_042312.1,Bacilli,0
NC_042312.1,Rhodothermia,0
NC_042312.1,Flavobacteriia,0
NC_042312.1,Chlamydiia,0
NC_042312.1,Actinomycetes,1
NC_042312.1,Bacteroidia,0
NC_042312.1,Mollicutes,0
NC_042312.1,Epsilonproteobacteria,0
NC_042312.1,Gammaproteobacteria,0
NC_042312.1,Alphaproteobacteria,0
NC_042312.1,Bdellovibrionia,0
NC_042312.1,Spirochaetia,0
NC_042312.1,Deinococci,0
NC_042312.1,Betaproteobacteria,0
NC_042312.1,Cyanophyceae,0
NC_054794.1,Clostridia,0
NC_054794.1,Bacilli,0
NC_054794.1,Rhodothermia,0
NC_054794.1,Flavobacteriia,0
NC_054794.1,Chlamydiia,0
NC_054794.1,Actinomycetes,1
NC_054794.1,Bacteroidia,0
NC_054794.1,Mollicutes,0
NC_054794.1,Epsilonproteobacteria,0
NC_054794.1,Gammaproteobacteria,0
NC_054794.1,Alphaproteobacteria,0
NC_054794.1,Bdellovibrionia,0
NC_054794.1,Spirochaetia,0
NC_054794.1,Deinococci,0
NC_054794.1,Betaproteobacteria,0
NC_054794.1,Cyanophyceae,0
NC_028946.1,Clostridia,0
NC_028946.1,Bacilli,0
NC_028946.1,Rhodothermia,0
NC_028946.1,Flavobacteriia,0
NC_028946.1,Chlamydiia,0
NC_028946.1,Actinomycetes,1
NC_028946.1,Bacteroidia,0
NC_028946.1,Mollicutes,0
NC_028946.1,Epsilonproteobacteria,0
NC_028946.1,Gammaproteobacteria,0
NC_028946.1,Alphaproteobacteria,0
NC_028946.1,Bdellovibrionia,0
NC_028946.1,Spirochaetia,0
NC_028946.1,Deinococci,0
NC_028946.1,Betaproteobacteria,0
NC_028946.1,Cyanophyceae,0
NC_055778.1,Clostridia,0
NC_055778.1,Bacilli,0
NC_055778.1,Rhodothermia,0
NC_055778.1,Flavobacteriia,0
NC_055778.1,Chlamydiia,0
NC_055778.1,Actinomycetes,1
NC_055778.1,Bacteroidia,0
NC_055778.1,Mollicutes,0
NC_055778.1,Epsilonproteobacteria,0
NC_055778.1,Gammaproteobacteria,0
NC_055778.1,Alphaproteobacteria,0
NC_055778.1,Bdellovibrionia,0
NC_055778.1,Spirochaetia,0
NC_055778.1,Deinococci,0
NC_055778.1,Betaproteobacteria,0
NC_055778.1,Cyanophyceae,0
NC_048812.1,Clostridia,0
NC_048812.1,Bacilli,0
NC_048812.1,Rhodothermia,0
NC_048812.1,Flavobacteriia,0
NC_048812.1,Chlamydiia,0
NC_048812.1,Actinomycetes,1
NC_048812.1,Bacteroidia,0
NC_048812.1,Mollicutes,0
NC_048812.1,Epsilonproteobacteria,0
NC_048812.1,Gammaproteobacteria,0
NC_048812.1,Alphaproteobacteria,0
NC_048812.1,Bdellovibrionia,0
NC_048812.1,Spirochaetia,0
NC_048812.1,Deinococci,0
NC_048812.1,Betaproteobacteria,0
NC_048812.1,Cyanophyceae,0
NC_022054.1,Clostridia,0
NC_022054.1,Bacilli,0
NC_022054.1,Rhodothermia,0
NC_022054.1,Flavobacteriia,0
NC_022054.1,Chlamydiia,0
NC_022054.1,Actinomycetes,1
NC_022054.1,Bacteroidia,0
NC_022054.1,Mollicutes,0
NC_022054.1,Epsilonproteobacteria,0
NC_022054.1,Gammaproteobacteria,0
NC_022054.1,Alphaproteobacteria,0
NC_022054.1,Bdellovibrionia,0
NC_022054.1,Spirochaetia,0
NC_022054.1,Deinococci,0
NC_022054.1,Betaproteobacteria,0
NC_022054.1,Cyanophyceae,0
NC_054941.1,Clostridia,0
NC_054941.1,Bacilli,0
NC_054941.1,Rhodothermia,0
NC_054941.1,Flavobacteriia,0
NC_054941.1,Chlamydiia,0
NC_054941.1,Actinomycetes,0
NC_054941.1,Bacteroidia,0
NC_054941.1,Mollicutes,0
NC_054941.1,Epsilonproteobacteria,0
NC_054941.1,Gammaproteobacteria,1
NC_054941.1,Alphaproteobacteria,0
NC_054941.1,Bdellovibrionia,0
NC_054941.1,Spirochaetia,0
NC_054941.1,Deinococci,0
NC_054941.1,Betaproteobacteria,0
NC_054941.1,Cyanophyceae,0
NC_051722.1,Clostridia,0
NC_051722.1,Bacilli,0
NC_051722.1,Rhodothermia,0
NC_051722.1,Flavobacteriia,0
NC_051722.1,Chlamydiia,0
NC_051722.1,Actinomycetes,1
NC_051722.1,Bacteroidia,0
NC_051722.1,Mollicutes,0
NC_051722.1,Epsilonproteobacteria,0
NC_051722.1,Gammaproteobacteria,0
NC_051722.1,Alphaproteobacteria,0
NC_051722.1,Bdellovibrionia,0
NC_051722.1,Spirochaetia,0
NC_051722.1,Deinococci,0
NC_051722.1,Betaproteobacteria,0
NC_051722.1,Cyanophyceae,0
NC_055023.1,Clostridia,0
NC_055023.1,Bacilli,1
NC_055023.1,Rhodothermia,0
NC_055023.1,Flavobacteriia,0
NC_055023.1,Chlamydiia,0
NC_055023.1,Actinomycetes,0
NC_055023.1,Bacteroidia,0
NC_055023.1,Mollicutes,0
NC_055023.1,Epsilonproteobacteria,0
NC_055023.1,Gammaproteobacteria,0
NC_055023.1,Alphaproteobacteria,0
NC_055023.1,Bdellovibrionia,0
NC_055023.1,Spirochaetia,0
NC_055023.1,Deinococci,0
NC_055023.1,Betaproteobacteria,0
NC_055023.1,Cyanophyceae,0
NC_054778.1,Clostridia,0
NC_054778.1,Bacilli,0
NC_054778.1,Rhodothermia,0
NC_054778.1,Flavobacteriia,0
NC_054778.1,Chlamydiia,0
NC_054778.1,Actinomycetes,1
NC_054778.1,Bacteroidia,0
NC_054778.1,Mollicutes,0
NC_054778.1,Epsilonproteobacteria,0
NC_054778.1,Gammaproteobacteria,0
NC_054778.1,Alphaproteobacteria,0
NC_054778.1,Bdellovibrionia,0
NC_054778.1,Spirochaetia,0
NC_054778.1,Deinococci,0
NC_054778.1,Betaproteobacteria,0
NC_054778.1,Cyanophyceae,0
NC_019543.1,Clostridia,0
NC_019543.1,Bacilli,0
NC_019543.1,Rhodothermia,0
NC_019543.1,Flavobacteriia,0
NC_019543.1,Chlamydiia,0
NC_019543.1,Actinomycetes,0
NC_019543.1,Bacteroidia,0
NC_019543.1,Mollicutes,0
NC_019543.1,Epsilonproteobacteria,0
NC_019543.1,Gammaproteobacteria,1
NC_019543.1,Alphaproteobacteria,0
NC_019543.1,Bdellovibrionia,0
NC_019543.1,Spirochaetia,0
NC_019543.1,Deinococci,0
NC_019543.1,Betaproteobacteria,0
NC_019543.1,Cyanophyceae,0
NC_054443.1,Clostridia,0
NC_054443.1,Bacilli,0
NC_054443.1,Rhodothermia,0
NC_054443.1,Flavobacteriia,0
NC_054443.1,Chlamydiia,0
NC_054443.1,Actinomycetes,1
NC_054443.1,Bacteroidia,0
NC_054443.1,Mollicutes,0
NC_054443.1,Epsilonproteobacteria,0
NC_054443.1,Gammaproteobacteria,0
NC_054443.1,Alphaproteobacteria,0
NC_054443.1,Bdellovibrionia,0
NC_054443.1,Spirochaetia,0
NC_054443.1,Deinococci,0
NC_054443.1,Betaproteobacteria,0
NC_054443.1,Cyanophyceae,0
NC_014459.2,Clostridia,0
NC_014459.2,Bacilli,0
NC_014459.2,Rhodothermia,0
NC_014459.2,Flavobacteriia,0
NC_014459.2,Chlamydiia,0
NC_014459.2,Actinomycetes,1
NC_014459.2,Bacteroidia,0
NC_014459.2,Mollicutes,0
NC_014459.2,Epsilonproteobacteria,0
NC_014459.2,Gammaproteobacteria,0
NC_014459.2,Alphaproteobacteria,0
NC_014459.2,Bdellovibrionia,0
NC_014459.2,Spirochaetia,0
NC_014459.2,Deinococci,0
NC_014459.2,Betaproteobacteria,0
NC_014459.2,Cyanophyceae,0
NC_003438.1,Clostridia,0
NC_003438.1,Bacilli,0
NC_003438.1,Rhodothermia,0
NC_003438.1,Flavobacteriia,0
NC_003438.1,Chlamydiia,0
NC_003438.1,Actinomycetes,0
NC_003438.1,Bacteroidia,0
NC_003438.1,Mollicutes,1
NC_003438.1,Epsilonproteobacteria,0
NC_003438.1,Gammaproteobacteria,0
NC_003438.1,Alphaproteobacteria,0
NC_003438.1,Bdellovibrionia,0
NC_003438.1,Spirochaetia,0
NC_003438.1,Deinococci,0
NC_003438.1,Betaproteobacteria,0
NC_003438.1,Cyanophyceae,0
NC_024143.1,Clostridia,0
NC_024143.1,Bacilli,0
NC_024143.1,Rhodothermia,0
NC_024143.1,Flavobacteriia,0
NC_024143.1,Chlamydiia,0
NC_024143.1,Actinomycetes,1
NC_024143.1,Bacteroidia,0
NC_024143.1,Mollicutes,0
NC_024143.1,Epsilonproteobacteria,0
NC_024143.1,Gammaproteobacteria,0
NC_024143.1,Alphaproteobacteria,0
NC_024143.1,Bdellovibrionia,0
NC_024143.1,Spirochaetia,0
NC_024143.1,Deinococci,0
NC_024143.1,Betaproteobacteria,0
NC_024143.1,Cyanophyceae,0
NC_007827.1,Clostridia,0
NC_007827.1,Bacilli,0
NC_007827.1,Rhodothermia,0
NC_007827.1,Flavobacteriia,0
NC_007827.1,Chlamydiia,0
NC_007827.1,Actinomycetes,0
NC_007827.1,Bacteroidia,0
NC_007827.1,Mollicutes,0
NC_007827.1,Epsilonproteobacteria,0
NC_007827.1,Gammaproteobacteria,1
NC_007827.1,Alphaproteobacteria,0
NC_007827.1,Bdellovibrionia,0
NC_007827.1,Spirochaetia,0
NC_007827.1,Deinococci,0
NC_007827.1,Betaproteobacteria,0
NC_007827.1,Cyanophyceae,0
NC_052432.1,Clostridia,0
NC_052432.1,Bacilli,0
NC_052432.1,Rhodothermia,0
NC_052432.1,Flavobacteriia,0
NC_052432.1,Chlamydiia,0
NC_052432.1,Actinomycetes,1
NC_052432.1,Bacteroidia,0
NC_052432.1,Mollicutes,0
NC_052432.1,Epsilonproteobacteria,0
NC_052432.1,Gammaproteobacteria,0
NC_052432.1,Alphaproteobacteria,0
NC_052432.1,Bdellovibrionia,0
NC_052432.1,Spirochaetia,0
NC_052432.1,Deinococci,0
NC_052432.1,Betaproteobacteria,0
NC_052432.1,Cyanophyceae,0
NC_047913.1,Clostridia,1
NC_047913.1,Bacilli,0
NC_047913.1,Rhodothermia,0
NC_047913.1,Flavobacteriia,0
NC_047913.1,Chlamydiia,0
NC_047913.1,Actinomycetes,0
NC_047913.1,Bacteroidia,0
NC_047913.1,Mollicutes,0
NC_047913.1,Epsilonproteobacteria,0
NC_047913.1,Gammaproteobacteria,0
NC_047913.1,Alphaproteobacteria,0
NC_047913.1,Bdellovibrionia,0
NC_047913.1,Spirochaetia,0
NC_047913.1,Deinococci,0
NC_047913.1,Betaproteobacteria,0
NC_047913.1,Cyanophyceae,0
NC_055776.1,Clostridia,0
NC_055776.1,Bacilli,0
NC_055776.1,Rhodothermia,0
NC_055776.1,Flavobacteriia,0
NC_055776.1,Chlamydiia,0
NC_055776.1,Actinomycetes,1
NC_055776.1,Bacteroidia,0
NC_055776.1,Mollicutes,0
NC_055776.1,Epsilonproteobacteria,0
NC_055776.1,Gammaproteobacteria,0
NC_055776.1,Alphaproteobacteria,0
NC_055776.1,Bdellovibrionia,0
NC_055776.1,Spirochaetia,0
NC_055776.1,Deinococci,0
NC_055776.1,Betaproteobacteria,0
NC_055776.1,Cyanophyceae,0
NC_010353.1,Clostridia,0
NC_010353.1,Bacilli,1
NC_010353.1,Rhodothermia,0
NC_010353.1,Flavobacteriia,0
NC_010353.1,Chlamydiia,0
NC_010353.1,Actinomycetes,0
NC_010353.1,Bacteroidia,0
NC_010353.1,Mollicutes,0
NC_010353.1,Epsilonproteobacteria,0
NC_010353.1,Gammaproteobacteria,0
NC_010353.1,Alphaproteobacteria,0
NC_010353.1,Bdellovibrionia,0
NC_010353.1,Spirochaetia,0
NC_010353.1,Deinococci,0
NC_010353.1,Betaproteobacteria,0
NC_010353.1,Cyanophyceae,0
NC_008584.1,Clostridia,0
NC_008584.1,Bacilli,0
NC_008584.1,Rhodothermia,0
NC_008584.1,Flavobacteriia,0
NC_008584.1,Chlamydiia,0
NC_008584.1,Actinomycetes,0
NC_008584.1,Bacteroidia,0
NC_008584.1,Mollicutes,0
NC_008584.1,Epsilonproteobacteria,0
NC_008584.1,Gammaproteobacteria,0
NC_008584.1,Alphaproteobacteria,0
NC_008584.1,Bdellovibrionia,0
NC_008584.1,Spirochaetia,0
NC_008584.1,Deinococci,1
NC_008584.1,Betaproteobacteria,0
NC_008584.1,Cyanophyceae,0
NC_022979.1,Clostridia,0
NC_022979.1,Bacilli,0
NC_022979.1,Rhodothermia,0
NC_022979.1,Flavobacteriia,0
NC_022979.1,Chlamydiia,0
NC_022979.1,Actinomycetes,1
NC_022979.1,Bacteroidia,0
NC_022979.1,Mollicutes,0
NC_022979.1,Epsilonproteobacteria,0
NC_022979.1,Gammaproteobacteria,0
NC_022979.1,Alphaproteobacteria,0
NC_022979.1,Bdellovibrionia,0
NC_022979.1,Spirochaetia,0
NC_022979.1,Deinococci,0
NC_022979.1,Betaproteobacteria,0
NC_022979.1,Cyanophyceae,0
NC_031092.1,Clostridia,0
NC_031092.1,Bacilli,0
NC_031092.1,Rhodothermia,0
NC_031092.1,Flavobacteriia,0
NC_031092.1,Chlamydiia,0
NC_031092.1,Actinomycetes,0
NC_031092.1,Bacteroidia,0
NC_031092.1,Mollicutes,0
NC_031092.1,Epsilonproteobacteria,0
NC_031092.1,Gammaproteobacteria,1
NC_031092.1,Alphaproteobacteria,0
NC_031092.1,Bdellovibrionia,0
NC_031092.1,Spirochaetia,0
NC_031092.1,Deinococci,0
NC_031092.1,Betaproteobacteria,0
NC_031092.1,Cyanophyceae,0
NC_021855.1,Clostridia,0
NC_021855.1,Bacilli,1
NC_021855.1,Rhodothermia,0
NC_021855.1,Flavobacteriia,0
NC_021855.1,Chlamydiia,0
NC_021855.1,Actinomycetes,0
NC_021855.1,Bacteroidia,0
NC_021855.1,Mollicutes,0
NC_021855.1,Epsilonproteobacteria,0
NC_021855.1,Gammaproteobacteria,0
NC_021855.1,Alphaproteobacteria,0
NC_021855.1,Bdellovibrionia,0
NC_021855.1,Spirochaetia,0
NC_021855.1,Deinococci,0
NC_021855.1,Betaproteobacteria,0
NC_021855.1,Cyanophyceae,0
NC_054725.1,Clostridia,0
NC_054725.1,Bacilli,0
NC_054725.1,Rhodothermia,0
NC_054725.1,Flavobacteriia,0
NC_054725.1,Chlamydiia,0
NC_054725.1,Actinomycetes,1
NC_054725.1,Bacteroidia,0
NC_054725.1,Mollicutes,0
NC_054725.1,Epsilonproteobacteria,0
NC_054725.1,Gammaproteobacteria,0
NC_054725.1,Alphaproteobacteria,0
NC_054725.1,Bdellovibrionia,0
NC_054725.1,Spirochaetia,0
NC_054725.1,Deinococci,0
NC_054725.1,Betaproteobacteria,0
NC_054725.1,Cyanophyceae,0
NC_011085.3,Clostridia,0
NC_011085.3,Bacilli,0
NC_011085.3,Rhodothermia,0
NC_011085.3,Flavobacteriia,0
NC_011085.3,Chlamydiia,0
NC_011085.3,Actinomycetes,0
NC_011085.3,Bacteroidia,0
NC_011085.3,Mollicutes,0
NC_011085.3,Epsilonproteobacteria,0
NC_011085.3,Gammaproteobacteria,1
NC_011085.3,Alphaproteobacteria,0
NC_011085.3,Bdellovibrionia,0
NC_011085.3,Spirochaetia,0
NC_011085.3,Deinococci,0
NC_011085.3,Betaproteobacteria,0
NC_011085.3,Cyanophyceae,0
NC_021780.1,Clostridia,0
